text,aspect1,aspect2,aspect3,aspect4,aspect5
nhân_viên lễ_tân xe_điện vui_vẻ nhiệt_tình có_người xe_đạp đôi_lúc 16h50 17h 01/07 nhiệt_tình lắm khách xe thèm hướng_dẫn bé trai 13 nhầm xe không_được dây sên trật 5 phút cả_nhà hiểu lý_do tụi nhỏ chán nghỉ đạp công_viên,1,0,0,0,0
thức_ăn bảng_giá món món ăn nguyên gia_đình ít_quá ăn,0,0,-1,0,0
ăn_sáng chán t4 ít khách buffet mỗi_người ít 1 nước_uống,0,0,-1,0,0
resort bình_minh nằm vị_trí đẹp phòng_ốc có_điều kiểm_tra đèn công_tắc ổ_cắm để_cho thẩm_mỹ tiêu_chuẩn resort ăn_sáng dở 2,0,1,-1,1,-1
phòng tương_đối thoáng ngắm_cảnh biển tốt,0,1,0,0,0
nhân_viên phục_vụ okie,1,0,0,0,0
kỳ nghĩ dưỡng amaryllis resort cảm_thấy thật_tuyệt nghỉ_ngơi đồ_ăn tương_đối ngon nhân_viên phục_vụ phòng vui_vẻ nhiệt_tình nhân_viên phục_vụ ăn_uống tương_đối tốt chịu_khó tươi_cười tốt lễ_tân chu_đáo,1,0,1,0,0
buffet nêm nếm món hơi mặn cay resort điều_chỉnh phù_hợp trẻ_em khách gia_đình con_nhỏ,0,0,-1,0,0
phòng_ốc muỗi vằn xịt muỗi phòng ngoài_vườn thường_xuyên gắn cửa lưới chống muỗi bay phòng,0,-1,0,0,0
phục_vụ nhân_viên nhà_hàng đông năng_động hiệu_quả khách order món dặn dặn đừng nêm cay quên,1,0,-1,0,0
vị_trí amaryllis resort lợi_thế resort nguyễn_đình_chiểu,0,0,0,1,0
phòng đẹp sạch_sẽ tiện_nghi giá ok,0,1,0,1,0
amaryllis resort mảng xanh phòng_ốc đẹp hiện_đại nhân_viên nhiệt_tình thân_thiện,1,1,0,0,0
phòng amaryllis resort sạch_sẽ đẹp resort cách_xa khu trung_tâm mũi_né,0,1,0,-1,0
đồ_ăn mặn,0,0,-1,0,0
nhân_viên phục_vụ chu_đáo,1,0,0,0,0
phòng rộng_rãi sạch_sẽ,0,1,0,0,0
suất_ăn phục_vụ buffet thức_uống dễ_dàng lựa_chọn bọn_trẻ,1,0,1,0,0
vị_trí xe_nhà = vấn_đề xe phương trang xe khách đến_nơi đi_sâu trng resort,0,0,0,-1,0
thái_độ nhân_viên reception ok,1,0,0,0,0
phục_vụ phòng đôi_khi mặt_mày hơi khó_chịu,-1,0,0,0,0
phòng toilet hơi có_mùi sử_dụng tinh_dầu tốt_hơn,0,-1,0,0,0
thức_ăn phong_phú lắm an tạm_được,0,0,1,0,0
amaryllis resort phan thiết đẹp,0,0,0,1,0
nhân_viên thân_thiện,1,0,0,0,0
phòng hơi_muỗi máy_lạnh chảy_nước bồn cầu nghẹt,0,-1,0,0,-1
resort ok bể_bơi đẹp khách_sạn quá_nhiều muỗi ăn_sáng ít lựa_chọn,0,-1,-1,0,1
tiện_nghi spa massage khách_hàng,0,1,0,0,0
dịch_vụ tốt,1,0,0,0,0
thức_ăn ăn_ngon,0,0,1,0,0
giá hợp_lý,0,0,0,1,0
phòng_ốc hồ bơi đẹp thức_ăn buffet ngon hơi ít món nhân_viên phục_vụ ok,1,1,1,0,0
resort nằm vị_trí hơi khuất bên_trong từ_đường đi_vào yên_tĩnh thích_hợp nghỉ dưỡng,0,0,0,1,0
mặc_dù đi_vào dịp khuyến_mãi chất_lượng dịch_vụ tốt,1,0,0,0,0
phòng phục_vụ karaoke nằm tầng hầm tối âm_u vắng_vẻ điện_thoại liên_lạc lễ_tân có_lẽ dịch_vụ kèm tận_dụng không_gian trống remote điều_khiển liệt phím ngồi một_lúc hát 2 tính_tiền 4.5usd,-1,-1,0,0,-1
ăn_uống vừa_ý không_có phàn_nàn,0,0,1,0,0
hơi trung_tâm mũi né bờ_biển sạch_sẽ yên_tĩnh,0,0,0,1,0
phòng sạch_sẽ mọi_thứ ok,0,1,0,0,0
nhân_viên ở_đây nhiệt_tình thân_thiện chu_đáo,1,0,0,0,0
phục_vụ phòng siêng_năng,1,0,0,0,0
hơi mũi né thích_hợp thích sự_yên_tĩnh,0,0,0,1,0
phòng_ốc sạch_sẽ thoáng_mát trang_thiết_bị tạm_ổn,0,1,0,0,1
hơi trung_tâm thành_phố phan_thiết bất_tiện di_chuyển không_khí yên_bình dễ_chịu,0,0,0,1,0
giá tương_xứng chất_lượng phục_vụ tốt,1,0,0,1,0
đầu_bếp nhà_hàng nấu ngon có_điều thực_đơn ít thay_đổi,0,0,1,0,0
phòng đẹp sạch_sẽ giá thức_ăn thức_uống hợp_lý,0,1,0,1,0
phòng rộng_rãi sạch_sẽ nội_thất khá_tốt,0,1,0,0,1
dịp lễ resort 01 số_ít phòng trống xây_dựng bổ_sung hoàn_thiện ks kịp lắp tv wifi yếu ks giải_thích,0,0,0,0,-1
phòng vệ_sinh rộng 15m2 vòi sen,0,0,0,0,1
sữa tắm dầu gội chai_nhựa nhỏ hơi ít thoải_mái,0,0,0,0,-1
thức_ăn ít món thay_đổi 1-2 món kế_tiếp,0,0,-1,0,0
món phù_hợp bé 2,0,0,1,0,0
amiana resort nha_trang phòng_ốc đẹp cây_cối xanh mát view đẹp dịch_vụ tốt,1,1,0,1,0
nội_thất cao_cấp,0,0,0,0,1
amiana cung_cấp dịch_vụ miễn_phí xe đưa_đón trung_tâm 4 trong_ngày tiện ăn_uống vui_chơi,1,0,0,1,0
amiana resort nha_trang phòng trang_trí đẹp dễ_thương cảnh_vật đẹp nhân_viên phục_vụ quân tâm khách tiến_bộ phục_vụ,1,1,0,1,0
amiana resort nha_trang phòng tiêu_chuẩn 5 ok phục_vụ ok,1,0,1,0,0
khuôn_viên mía resort tạo cảm_giác thoải mái.,0,0,0,1,0
amiana thuận_lợi địa_thế bãi_biển dường_như diện_tích lắm.. kiến_trúc sự_thân_thiện đội_ngũ nhân_viên thật_sự làm_tôi hài_lòng,1,0,0,1,0
phòng_ốc nửa cổ_kính nửa hiện_đại rộng_rãi sạch_sẽ,0,1,0,0,0
đặt romantic dinner lễ_kỷ_niệm hoàn_toàn hài_lòng từ_vị_trí đẹp trang_trí món_ăn nhân_viên phục_vụ tốt,1,0,1,1,0
phòng đẹp lãng_mạn không_hề lãng_phí tiền,0,1,0,1,0
nhân_viên amiana thân_thiện lễ_tân lái_xe nhân_viên nhà_hàng,1,0,0,0,0
gọi_là ly dừa uống mệt xỉu ngon,0,0,1,0,0
1 khách nói_là khó_tính thích phòng sự_hoàn_mỹ amiana tuyệt_vời,0,1,0,0,0
cảnh quang ok nhân_viên thân_thiện nghĩa chu_đáo mặt đơ xin_lỗi cám_ơn lia lịa cần_thiết 1 resort,1,0,0,1,0
nhìn_chung đi_nghỉ amiana resort nha_trang xứng_đáng phòng sạch_sẽ nhân_viên thân_thiện đồ_ăn ngon,1,1,1,0,0
amiana resort nha_trang yên_tĩnh cảnh quang đẹp cây_xanh hoa phòng đẹp mọi_thứ chăm_chút chu_đáo,0,1,0,1,0
ấn_tượng kiến_trúc resort cảm_ơn nhân_viên phục_vụ góp_ý phục_vụ bàn_ăn nhiệt_tình,1,1,0,0,0
phòng amiana resort nha_trang đẹp sạch_sẽ tiện_nghi,0,1,0,0,1
nhân_viên thân_thiện lễ_phép,1,0,0,0,0
dịch_vụ tốt,1,0,0,0,0
thức_ăn ngon giá hơi mắc resort tạm chấp nhận.,0,0,1,1,0
phòng_ngủ rộng_rãi thông_thoáng,0,1,0,0,0
điểm cộng resort cây_xanh hoa_lá đẹp khung_cảnh yên_tĩnh hài_lòng thái_độ phục_vụ lễ_tân dọn_dẹp phòng bác làm_vườn,1,0,0,1,0
thất_vọng nhất_là thái_độ ko chuyên_nghiệp phục_vụ bàn_ăn,-1,0,0,0,0
bữa_sáng chọn dọn quá_nhiều dĩa ăn bạn_hàng tiếp_xúc quá_nhiều 1 thái_độ lạnh_lùng nhàn_nhạt không thân_thiện khác_hẳn nhg resort,-1,0,-1,0,0
điểm trừ resort hạn_chế tầm_nhìn ko bãi_tắm biển rộng khu resort chắn 1 bờ kè,0,0,0,-1,0
bữa_sáng chọn ít đồ_ăn ko đc dọn món liên_tục,0,0,-1,0,0
amiana resort nha_trang đẹp yên_tĩnh,0,0,0,1,0
nhân_viên phục_vụ nhiệt_tình vui_vẻ,1,0,0,0,0
phòng đẹp phòng_tắm phòng tốt trang_thiết_bị phòng chuẩn_sao love it,0,1,0,0,1
thức_ăn ngon lắm,0,0,1,0,0
bánh_ngọt ngon phục_vụ tốt,1,0,1,0,0
khu_vực sảnh nóng nhiệt đo check in 37 hot máy_lạnh sảnh,0,0,0,0,-1
amiana resort nha_trang tốt cảnh quang đẹp phòng đẹp mọi_thứ chăm_chút chu_đáo món_ăn ngon,0,1,1,1,0
hài_lòng resort cảm_ơn nhân_viên phục_vụ,1,0,0,0,0
đánh_giá tụi resort tốt view đẹp hồ bơi đẹp phòng_ốc gọn_gàng bố_trí hài_hòa thuận_tiện,0,1,0,1,0
nhân_viên thân_thiện vợ_chồng thích,1,0,0,0,0
phòng trang_trí hài_hòa wc rộng lát_đá hơi trơn trẻ_em người_già dễ ngã,0,1,0,0,-1
buffel buổi_sáng phong_phú thiên đồ_âu món thực_đơn chấp_nhận giá_cả tương_đối phù_hợp,0,0,1,1,0
check in/ out nhanh thái_độ niềm_nở lễ_phép,1,0,0,0,0
sân_bay trung_tâm bù_lại khách_sạn nhà_hàng_hải_sản ngon nhìn thẳng bãi_biển,0,0,1,1,0
nhân_viên ở_đây nhiệt_tình thân_thiện gia_đình cảm_thấy thoải_mái ở_nhà,1,0,0,0,0
thức_ăn ngon đặc_biệt loại bánh_ngọt món a la carte,0,0,1,0,0
cảnh_quan đẹp xanh cảm_giác gần_gũi thiên nhiên.,0,0,0,1,0
góp nhỏ buffet tối ngon buổi_sáng,0,0,1,0,0
nhân_viên amiana resort nha_trang nhiệt_tình,1,0,0,0,0
view đẹp,0,0,0,1,0
gọi xe_điện lâu gọi 3-4 xe,-1,0,0,0,0
buffet gói đặt phòng ok đồ_ăn ngon,0,0,1,0,0
buffet tối nhà_hàng ít món,0,0,-1,0,0
phòng chơi trẻ_em ít đồ_chơi,0,-1,0,0,0
gia_đình kỳ_nghỉ 6 ngày 5 đêm amiana resort nha_trang hoàn_toàn hài_lòng trang_thiết_bị dịch_vụ resort,1,0,0,0,1
ấn_tượng khung_cảnh ở_đây đẹp phòng_ốc sạch_sẽ đẹp thoáng_đãng riêng_tư nội_thất phòng đẹp nhà_ở riêng_biệt view đẹp thuận_tiện,0,1,0,1,1
vị_trí amiana resort nha_trang trung_tâm nghỉ_ngơi yên_tĩnh tuyệt_đối,0,0,0,1,0
phòng kid club ổn đồ_chơi đề_nghị bổ_sung ít cháu phá không_còn nguyên_vẹn,0,1,0,0,-1
nhân_viên amiana nhiệt_tình chu_đáo hài_lòng,1,0,0,0,0
đồ_ăn ở_đây ngon đa_dạng đẳng_cấp 5 xứng_đáng,0,0,1,0,0
phòng amiana resort nha_trang thiết_kế đẹp bồn_tắm ngoài_trời gần_gũi thiên_nhiên,0,1,0,0,0
resort yên_tĩnh nhân_viên thân_thiện vui_vẻ giúp_đỡ lúc_nào,1,0,0,1,0
thức_ăn ngon lắm không_được ks 5 bữa_ăn ít thay_đổi dài_ngày ăn ngán,0,0,1,0,0
buổi_tối giá hơi cao,0,0,0,-1,0
phong_cảnh resort đẹp mọi_người thân_thiện sảnh lễ_tân ấn_tượng,1,0,0,1,0
amiana resort nha_trang đẹp khuôn_viên rộng 2 hồ bơi 1 hồ_nước_mặn,0,0,0,1,0
phòng rộng phòng_tắm ngoài_trời đẹp,0,1,0,0,0
buffet tương_đối thay_đổi ăn mấy ngán,0,0,-1,0,0
nhân_viên resort dễ_thương vui_vẻ,1,0,0,0,0
amiana resort nha_trang khung_cảnh đẹp phòng đẹp nhân_viên thân_thiện bữa_sáng ngon thực_đơn phong_phú lắm nói_chung gia_đình thích resort,1,1,1,1,0
amiana resort nha_trang phong_cảnh tuyệt đẹp gần_gũi thiên_nhiên cây_xanh mát_mẻ lãng_mạn kiến_trúc phòng nghỉ dọc biển xanh cát_trắng,0,1,0,0,0
nhân_viên vui_vẻ thân_thiện mỉm_cười chào_hỏi khách,1,0,0,0,0
buffet ăn hơi ít món_việt,0,0,-1,0,0
khuyết_điểm amiana khắc_phục tốc_độ internet chậm,0,0,0,0,-1
amiana resort nha_trang đạt chất_lượng,0,1,0,0,0
amiana resort nha_trang vị_trí đẹp phù_hợp tính_chất nghỉ dưỡng,0,0,0,1,0
nhân_viên nhiệt_tình thân_thiện,1,0,0,0,0
cảnh amiana resort nha_trang đẹp dịch_vụ tốt,1,0,0,1,0
nhìn_chung amiana resort nha_trang tốt nhân_viên thân_thiện cảnh_đẹp mát_mẻ,1,1,0,0,0
bữa_sáng đồ_ăn phong_phú trái_cây có_nhiều loại ngon,0,0,1,0,0
hệ_thống máy_lạnh phòng như_ý lắm giảm_xuống 22-23 độ,0,1,0,0,1
amiana resort nha_trang đẹp nhân_viên thân_thiện ăn_sáng ngon dầu gội dầu tắm tốt mướt tóc khung cành thơ_mộng,1,0,1,1,1
bước_vào resort nhân_viên đón_tiếp nhiệt_tình đặc_biệt thích welcome drink thủ_tục ăn ngon,1,0,1,0,0
phòng to đẹp cực kì đặc_biệt bồn_tắm ngoài_trời thích,0,1,0,0,0
amiana resort nha_trang vị_trí đẹp nhân_viên vui_vẻ dịch_vụ tốt giới_thiệu bạn_bè,1,0,0,1,0
phòng đẹp nghệ_thuật thân_thiện môi_trường,0,1,0,0,0
nhân_viên vui_vẻ lễ_phép,1,0,0,0,0
thức_ăn ok chi_phí sử_dụng tiện_ích khách_sạn,0,0,1,1,0
4 sáng_sớm amiana hơi trung_tâm thành_phố mọi_người quyết_định ăn bufet nhà_hàng bất_ngờ giá đắt ăn nhân_viên báo phải phụ_thu sáng_mai ăn_sáng không_ngon,1,0,-1,-1,0
giá bufet cao khôn_ngon,0,0,-1,-1,0
ngạc_nhiên sảnh tiếp_khách amiana đẹp,0,0,0,1,0
đánh_giá nhân_viên chân_thật amiana resort nha_trang resort 2 pm khách phòng xấu kiếm ly phòng,1,-1,0,0,0
phòng deluxe trang_thiết_bị sự_tiện_nghi thiếu phòng ấm_cúng thiết_kế sắp_xếp hợp_lý tinh_tế,0,1,0,0,-1
trang_thiết_bị đẹp hiện_đại đèn pin bàn_ủi cân_đo trọng_lượng thích máy_nghe nhạc cắm ipod,0,0,0,0,1
resort 1 góc bãi_tắm tự_nhiên đẹp hồ bơi nước_ngọt nước_mặn đẹp view độc_đáo 1 dãy bờ kè đá dãy cát trắng ấn_tượng,0,0,0,1,0
ăn_sáng buffet ngon món món âu_á việt_nam,0,0,1,0,0
cái_tôi thích resort con_người nhân_viên resort người_làm_vườn bảo_vệ nhân_viên nhiệt_tình thân_thiện,1,0,0,0,0
thân_thiện lúc_nào_cũng nụ_cười gật_đầu chào khách cảm_thấy tôn_trọng cho_dù sử_dụng voucher,1,0,0,0,0
amiana resort nha trang sân_bay 1 tiếng đến_nơi thực_sự cảm_thấy hài_lòng,0,0,0,1,0
nhân_viên vô_cùng thân_thiện chu_đáo quản_lý khách_sạn tiễn,1,0,0,0,0
không_gian ở_đây vô_cùng đẹp cây_xanh hoa,0,0,0,1,0
view biển đẹp,0,0,0,1,0
đồ_ăn mọi_người chê đa_dạng ăn buffet ở_đây cảm_thấy ổn đồ_ăn thay_đổi nhàm_chán,0,0,-1,0,0
có_ăn tối ở_đây thực_đơn gọi món đồ_ăn không_hề đắt ngon đến_nỗi tệ món_ăn trình_bày đẹp_mắt,0,0,1,1,0
khu_nghỉ yên_tĩnh nhân_viên chu_đáo bể_bơi rộng đẹp,1,0,0,1,0
sự_chào_đón người_quen cũ quay_lại thăm chào_hỏi cảm_ơn lễ_tân check in sớm trái_cây chào_mừng phong_phú,1,0,0,0,0
khó nụ_cười ở_đây nhân_viên quản_lý hoàn_toàn làm_tôi thoải_mái nhờ sự_giúp_đỡ,1,0,0,0,0
lần_này chọn phòng deluxe phòng_tắm ngoài_trời hài_lòng sự_lựa_chọn phòng rộng_rãi thoải_mái sang_trọng phòng deluxe phía_trên tất_nhiên 2 phòng tốt phòng_tắm đẹp ấn_tượng ngần_ngại gia_hạn 1 ngay_sau_khi check in,0,1,0,0,0
đáng_tiếc 2 trời mưa ít sử_dụng hoạt_động ngoài_trời cung_cấp hoạt_động bù_đắp kid club bàn bida phòng gym trang_thiết_bị nhân_viên chăm_sóc tốt,1,0,0,0,0
thức_ăn phòng phục_vụ nhanh_chóng ngon_miệng giảm_giá một_ít 15 20 cung_cấp gói tổng_hợp ăn uống 2 pax thu_hút nhu_cầu,1,0,1,0,0
tín_hiệu wifi yếu phòng góp_ý nghỉ hồ_nước_mặn lần_này rêu lần_trước thời_tiết mùa_này hồ,0,0,0,0,-1
amiana resort nha_trang nằm vị_trí trung_tâm 8km,0,0,0,1,0
resort khung_cảnh đẹp lãng_mạn 2 hồ bơi nước_ngọt nước_mặn nội_thất đẹp sang_trọng,0,1,0,1,1
đồ_ăn món buffet đa_dạng ngon_miệng đặc_biệt nước_quả tươi ép ngon,0,0,1,0,0
nhân_viên resort vô_cùng thân_thiện,1,0,0,0,0
thích amiana resort nha_trang đẹp hoành_tráng lãng mạn,0,1,0,0,0
đẹp nội_thất khung cảnh,0,1,0,0,1
amiana bàn_ủi đồ phòng nhìu tiện_ích,0,1,0,0,1
nhân_viên thân_thiện hữu_ích cười sẵn_sàng giúp_đỡ hỏi,1,0,0,0,0
hãy chắc_chắn bỏ_lỡ hồ bơi ở_đây thoải_mái sạch_sẽ nhân_viên phục_vụ tận_tình cảm_giác thật_tuyệt thư_giãn hồ bơi uống ly_bia resort happy hour mua 1 tặng 1 bar hồ bơi,1,0,0,0,0
buối ăn_sáng thật ngon đa_dạng món_ăn chất_lượng tốt,0,0,1,0,0
khung_cảnh xung_quanh vườn_cây trái đẹp thanh_bình,0,0,0,1,0
mọi_thứ tốt gọi_điện_thoại lần_đầu đặt phòng amiana resort nha_trang nhân_viên trả_lời khó_chịu 1 điểm trừ_tuyệt_đối,-1,0,0,0,0
check in hơi lâu 1 khoản_tiền hơi_kỳ,0,0,0,-1,0
resort đẹp yên_tĩnh đồ_ăn lựa_chọn ngon,0,1,1,1,0
chỉ_có duy_nhất làm_tôi cảm_thấy phiền_lòng thái_độ nhân_viên thủ_tục check out,-1,0,0,0,0
mọi_thứ hoàn_hảo sự_tiếp_đón nồng_hậu thủ_tục nhanh_gọn khung_cảnh nên_thơ món_ăn ngon phòng đẹp tiện_ích phong_phú quan_điểm xanh bảo_vệ môi_trường du_khách thực_sự cảm_thấy thư_thái mãn_nguyện relax tuyệt_đối lưu_trú tại_nơi,1,1,1,1,0
đánh_giá thái_độ sự_phục_vụ chuyên_nghiệp đội_ngũ nhân_viên amiana,1,0,0,0,0
dịch_vụ amiana tôt phòng sạch_sẽ thái_độ phục_vụ thân_thiện chuyên_nghiệp,1,1,0,0,0
view đẹp giá hợp_lý,0,1,0,1,0
amiana giá_cả hợp_lý đi_đông người,0,0,0,1,0
amiana hài_lòng phục_vụ nhân_viên nhiệt_tình,1,0,0,0,0
phòng_ốc rộng đặc_biệt thiết_kế nhà_tắm ngoài_trời cảm_giác thoải_mái vô_cùng,0,1,0,0,0
điểm góp_ý resort hệ_thống thông_gió nhà_vệ_sinh đặt bồn cầu tốt vệ_sinh bật thông_gió mùi bốc phía_bên_ngoài phòng đặt đồ rửa tay bốc bồn_tắm phòng rộng nhỏ,0,-1,0,0,-1
hồ_bơi 2 hồ_nước_mặn nước_ngọt đẹp rộng view nhìn thẳng biển ngắm toàn_vịnh nha_trang đảo hòn rùa thật_tuyệt phòng đẹp sang_trọng,0,1,0,1,0
buffet tương_đối ngon,0,0,1,0,0
vị_trí gia_đình nghỉ dưỡng xe vấn_đề resort trung_tâm nha_trang không_xa lắm trên_dưới 10 km máy_bay hơi bất_tiện may resort xe đưa_đón trung_tâm nha_trang miễn_phí giờ quy_định resort 1 chuyến lẽ_dĩ_nhiên hơi gò_bó giờ,0,0,0,1,0
nhân_viên đi_lại resort lúc_nào_cũng nhận_được nụ_cười tươi_tắn chào_hỏi ân_cần,1,0,0,0,0
nhân_viên nhà_hàng ít_có nụ_cười khuôn_mặt buồn buồn.. nhất_là nhân_viên đứng quầy phở bánh_xèo kiệm nụ_cười khuôn_mặt nghiêm_nghị mỗi_lần thức_ăn không_ngon cảm_tưởng tiếp_xúc nhân_viên cơ_quan chính_quyền nhà_nước tiếc quầy lấy_được nhờ nhân_viên này chế_biến chọn nghề làm_dâu trăm_họ cố_gắng trang_bị nụ_cười thường_xuyên,-1,0,-1,0,0
đặc_biệt cảm_tình nhân_viên bộ_phận tiền_sảnh nhiệt_tình nhanh_nhẹn trách_nhiệm giải_quyết đáp_ứng yêu_cầu nhanh,1,0,0,0,0
phòng_ốc rộng_rãi,0,1,0,0,0
phục_vụ nhiệt_tình vệ_sinh dọn_dẹp 2 trái_cây bánh nước_uống hàng_ngày đồ_ăn ngon,1,0,1,0,0
thức_ăn ăn_sáng ok món nấu_ăn thực_đơn ít_có sự_thay_đổi,0,0,1,0,0
nhà_hàng rộng_rãi thiết_kế đẹp cột thân dừa đan xéo lạ_mắt,0,1,0,0,0
nhận_xét đánh_giá hết_sức khách_quan dịch_vụ amiana resort nha_trang lưu_trú phòng 307 17-19/07 resort thiết_kế đẹp tiêu_chuẩn 1 resort diện_tích cây_xanh,0,1,0,0,0
đội_ngũ nhân_viên nhiệt_tình vui_vẻ hầu_hết nhân_viên ở_đây thân_thiện chủ_động chào_hỏi khách phục_vụ hết_sức nhiệt_tình chu_đáo,1,0,0,0,0
chăn drap gối mùi_hôi ẩm mốc phòng lau dọn_sạch,0,1,0,0,-1
buffet ít món thay_đổi,0,0,-1,0,0
quản_lý tốt làm_phiền khách tạo ấn_tượng tốt du_khách,1,0,0,0,0
phòng bố_trí nội_thất đẹp,0,1,0,0,0
khuôn_viên vườn nhà_hàng thiết_kế đẹp,0,1,0,0,0
nhân_viên resort nhiệt_tình thân_thiện,1,0,0,0,0
resort hơi trung_tâm khách trung_tâm xe ô_tô resort phục_vụ 8h 10h tối hàng_ngày lịch_trình,0,0,0,1,0
tốt bữa_sáng 2 trở_lên hơi ngán,0,0,-1,0,0
amiana view đẹp hồ bơi nước_ngọt nước_biển tuyệt,0,0,0,0,0
nhân_viên thân_thiện,1,0,0,0,0
buffer ngon hơi ít món,0,0,-1,0,0
bánh âu cực ngon,0,0,1,0,0
không_gian phòng ấm_cúng hài_hòa thoải_mái,0,1,0,0,0
phòng rộng_rãi phòng_tắm khu_vực rest room rộng thoáng,0,1,0,0,0
phòng_tắm lộ_thiên cảm_giác an_tâm tắm nghe tiếng_nói xung_quanh bên_ngoài vách_tường,0,1,0,0,0
máy casette player gắn iphone nghe_nhạc thích,0,0,0,0,1
ăn_sáng ngon thay_đổi món nóng phong_phú phở mỗi_ngày,0,0,1,0,0
phong_cảnh đẹp không_gian yên_tĩnh nhân_viên lịch_sự phòng_ốc sạch_sẽ,1,1,0,0,0
thực_đơn buffet đa_dạng thay_đổi,0,0,1,0,0
gia_đình 3 đêm 2 ăn sáng 3 cháu ngán ăn,0,0,-1,0,0
thực_đơn a_la carte nhà_hàng hơi đắt ít món việt khuyến_khích khách ăn resort đi_ra,0,0,-1,-1,0
hài_lòng dịch_vụ đội_ngũ nhân_viên phục_vụ tại_đây khung_cảnh đẹp,1,0,0,1,0
amiana nha_trang thành_phố nha_trang đẹp phòng rộng sạch_sẽ,0,1,0,0,0
khuôn_viên đẹp mát_mẻ,0,0,0,1,0
bãi_biển nhỏ thực_đơn ăn_sáng phong_phú cải_thiện thực_đơn,0,0,1,0,0
ngoài_ra dịch_vụ tốt,1,0,0,0,0
resort amiana nha_trang thành_phố nha_trang vị_trí đẹp,0,0,0,1,0
phòng thiết_kế tuyệt_vời,0,1,0,0,0
nhân_viên nhiệt_tình,1,0,0,0,0
phòng_ốc thiết_kế đẹp,0,1,0,0,0
đồ_ăn ngon phục_vụ chậm phong_phú,-1,0,1,0,0
vinpearl resort nội_thất amiana hơn_hẳn hiện_đại thiết_bị phòng_bị lỗi vinpearl đèn_ngủ,0,0,0,0,1
phòng sang_trọng lộng_lẫy,0,1,0,0,1
phòng rộng_rãi thoáng_mát vườn phía_trước đẹp yên_tĩnh,0,1,0,0,0
đồ_ăn thật_lòng amiana thua vinpearl,0,0,-1,0,0
buffet ngon nhân_viên nhiệt_tình cafe phở tận bàn khách,1,0,1,0,0
buổi_tối ăn alacarte đồ_ăn ngon lắm alacarte amiana thua sheraton vinpearl,0,0,1,0,0
nhân_viên nhiệt_tình hướng_dẫn cụ_thể khách,1,0,0,0,0
tiện_đây bồn_tắm amiana đẹp kín_đáo đón đầy_đủ ánh_sáng ban_ngày,0,0,0,0,1
khách_sạn đi_vào phục_vụ sự_thân_thiện nhiệt_tình nhân_viên làm_cho gia_đình hài_lòng,1,0,0,0,0
đồ_ăn ở_đây ngon,0,0,1,0,0
dịch_vụ tốt,1,0,0,0,0
thật_sự chất_lượng khách_sạn tuyệt_vời trang_thiết_bị hiện_đại phòng_tắm tuyệt_vời,0,1,0,0,1
bãi_biển nhỏ bù_lại hồ bơi tốt nhân_viên nhiệt_tình,1,0,0,0,0
toàn_bộ nhân_viên đào_tạo bài_bản chăm_sóc khách_hàng tốt lắng_nghe quan_tâm yêu_cầu khách_hàng,1,0,0,0,0
dịch_vụ thức_ăn_sáng nhà_hàng chất_lượng tốt thức_ăn sự_thay_đổi dễ ngán lưu_trú,1,0,1,0,0
con_người phong_cảnh ở_đây thân_thiện phục_vụ hoàn_hoản,1,0,0,1,0
hài_lòng thái_độ phục_vụ nhân_viên khách_sạn,1,0,0,0,0
ăn_sáng phong_phú,0,0,1,0,0
điểm_tâm phong_phú món_ăn việt_nam,0,0,1,0,0
thái_độ phục_vụ nhân_viên tốt,1,0,0,0,0
khách_sạn đẹp huớng biển phòng thiết_kế đẹp vuờn không_gian xanh lành đồ_ăn đa dang thay_đổi ba_ngày ngày_nào phở ngán buổi_sáng quấy_rầy tiếng ghe_máy biển làm_mất sự_yên_tĩnh,0,1,1,1,0
khách_sạn đẹp,0,1,0,0,0
nhân_viên phục_vụ chuyên_nghiệp nhiệt_tình,1,0,0,0,0
nhân_viên hồ bơi dễ_thương,1,0,0,0,0
đồ_ăn món thay_đổi mỗi_ngày thích trái_cây ngon,0,0,1,0,0
bữa_ăn khách_sạn ngon đa_dạng thay_đổi hàng_ngày trái_cây tươi ngon,0,0,1,0,0
nhân_viên phục_vụ khách_sạn đôi_khi lóng_ngóng luôn_thể_hiện sự_nhiệt_tình chăm_sóc khách_hàng,1,0,0,0,0
phòng đẹp hồ bơi khung_cảnh đẹp resort nằm trung_tâm thích_hợp nghỉ dưỡng trẻ hơi buồn.,0,1,0,1,0
wifi khách_sạn tốt phòng bãi_biển hồ bơi kết_nối dễ_dàng,0,1,0,0,1
resort đẹp ăn_ngon phục_vụ ân_cần,1,1,1,0,0
nhân_viên phục_vụ tốt thân_thiện vui_vẻ,1,0,0,0,0
cảnh_quan khách_sạn đẹp bữa_sáng ngon đồ_uống tươi chất_lượng phòng dịch_vụ tốt,1,0,1,1,0
nhân_viên đào_tạo tốt vui_vẻ giúp_đỡ khách_hàng nhiệt_tình,1,0,0,0,0
đồ nội_thất phòng sang_trọng đạt tiêu_chuẩn khách_sạn 5,0,1,0,0,1
nhìn_chung dịch_vụ phòng ăn_uống ở_đây khá_tốt khách_sạn tiêu_chuẩn gia_đình quay_lại kỳ_nghỉ,1,0,1,0,0
