text,aspect0,aspect1,aspect2,aspect3,aspect4,aspect5
"cứ hết sữa lại mua của shop giá tốt , chất_lượng thì khỏi phải bàn , đủ tem đàng_hoàng",0,0,0,1,0,1
hàng có tem mác đầy_đủ . date còn hơn 1 năm . tranh_thủ sale mua để_dành luôn,1,0,1,0,0,1
mình hay mua sữa của shop nhưng đợt này về không hài_lòng hộp sữa méo_mó không_thể yêu_thương nổi không hiểu do hàng méo từ trước hay do vận_chuyển nhưng mình vẫn cho 5 sao và mong shop lần sau để_ý nhé . . !,0,-1,0,0,-1,0
"giá_cả phải_chăng , chất_lượng sản_phẩm tốt , giao hàng tương_đối_nhanh",1,0,0,1,1,0
"lần đầu mua ở shop . shop đóng_gói quá kỹ luôn í , mở đến được lon sữa là mất hết 5 phút chứ chẳng đùa ^",0,0,0,0,1,0
chất_lượng sản_phẩm tuyệt_vời . giao hàng nhanh . đóng_gói cẩn_thận,0,0,0,1,1,0
"shop giao hàng nhanh , đóng_gói cẩn_thận",0,0,0,0,1,0
"sữa có lên giá 20k , nhưng là sữa nắp xanh mới của nan",-1,0,0,0,0,0
"sữa tốt . vị thơm , dễ uống . bé nhà m rất thích . sẽ còn ủng_hộ shop dài_dài .",0,0,0,1,0,0
"giao hàng sau 1 ngày , đóng_gói bọc xốp cẩn_thận , hạn sử_dụng xa ( 2021 )",0,0,1,0,1,0
"đóng hàng cẩn_thận , sẽ quay lại ủng_hộ shop tiếp , giao hàng nhanh",0,0,0,0,1,0
"đã mua sản_phẩm này lần thứ n 🤣 🤣 , chất_lượng tốt , tem mác đầy_đủ . shop nhiệt_tình , giao hàng nhanh , đóng_gói cẩn_thận gọn_gàng chắc_chắn , đẹp ... !",0,1,0,1,1,1
"đóng_gói kỹ , ship rất nhanh , sản_phẩm_chất_lượng như miêu_tả , hạn sử_dụng qua năm 2021",0,0,1,1,1,0
"giao hàng nhanh , hàng chất_lượng , giá phải_chăng đã mua nhiều lần rồi",1,0,0,1,1,0
"chất_lượng sản_phẩm tuyệt_vời , thời_gian giao hàng nhanh_chóng",0,0,0,1,1,0
"thời_gian giao hàng nhanh , đóng_gói được , hàng có tem , gửi đúng mẫu",0,0,0,0,1,1
giao hàng rẻ hơn so với chỗ hết sẽ ủng_hộ shop tiêp .,1,0,0,0,1,0
lần thứ 2 mua đồ của hàng nhanh mà đóng_gói cẩn_thận nữa ạ . sẽ ủng_hộ thêm lần sau nữa,0,0,0,0,1,0
"đã nhận được hàng , giao hàng nhanh , đóng_gói cẩn_thận , sữa thơm ! date_dài ! sẽ ủng_hộ dài_dài",0,0,1,1,1,0
shop giao hàng nhanh . đóng_gói hàng cực_kỳ cẩn_thận . .,0,0,0,0,1,0
uống hết rồi mới nhớ ra quên chụp ảnh . hàng chính hãng . sữa ngon ngậy thơm .,0,0,0,1,0,1
"sữa này bé mình rất thích luôn , hộp 200ml nhưng bé uống sạch , phải chi có hộp 250ml cho bé uống cho đủ 😅",0,0,0,1,0,0
hàng chuẩn_trừ date xa . bé nhà mình dùng hấp_thụ sữa tốt đang thấy tăng chút cân rồi . sẽ ủng_hộ shop lâu_dài luôn,0,0,1,1,0,1
shop giao hàng nhanh và đóng_gói cẩn_thận . hàng chuẩn giá tốt . sẽ tiếp_tục ủng_hộ shop,1,0,0,0,1,1
ok . date_xa,0,0,1,0,0,0
shop đóng_gói cẩn_thận và đẹp . giao hàng cũng khá nhanh . hàng chất_lượng . tks_shop,0,0,0,1,1,0
"giao hàng nhanh , đủ số_lượng . đóng_gói cẩn_thận . date xa . rất đáng mua .",0,1,1,0,1,0
shop đóng_gói rất cẩn_thận . giao hàng nhanh . sản_phẩm hạn sử_dụng xa . chất_lượng tốt thì sẽ ủng_hộ shop lâu_dài,0,1,1,1,1,0
shop gói hàng cẩn hàng,0,0,0,0,1,0
mua nhiều lần của shop rất dễ_thương chỉ có lần này bị vấn_đề vận_chuyển shop cũng đã hỗ_trợ tks shop,0,-1,0,0,-1,0
"thời_gian giao hàng nhanh , shop đóng_gói rất cẩn_thận , hàng tốt , hạn sử_dụng xa .",0,0,1,1,1,0
"mua của shop nhiều lần . sữa_béo thơm , bé uống có tăng cân . sẽ ủng_hộ tiếp",0,0,0,1,0,0
"đặt mua lần 2 , còn cách hạn sử_dụng xa . giao hàng nhanh , sẽ tiếp_tục ủng_hộ shop",0,0,1,0,1,0
hàng chuẩn giá tốt,1,0,0,0,0,1
"hàng chính hãng , chất_lượng sản_phẩm tuyệt_vời , giao hàng nhanh",0,0,0,1,1,1
hàng xa . good 👍,0,0,1,0,0,1
"sữa thơm ngon bé thích uống . shop đóng hàng cẩn_thận , giao hàng nhanh",0,0,0,1,1,0
lấy tạm ảnh này . sữa hạn sử_dụng xa 2022 . hộp không méo móp mẫu mới . đóng_gói hàng cẩn_thận . giao hàng nhanh,0,0,1,1,1,0
"mua lần này là lần thứ 4 , phải nói là shop rất nhiệt_tình . đóng_gói rất kĩ , hàng thì đúng chuẩn luôn . thời_gian giao hàng lại còn nhanh nữa . nếu có 10 * cũng sẽ cho shop luôn chứ 5 * vẫn chưa si nhê gì với chất_lượng của shop 👍",0,1,0,0,1,1
"thời_gian giao hàng rất nhanh từ hn về hp chỉ mất 1,5 ngày . bọc rất cẩn_thận rất dày tuy_nhiên vẫn bị méo một chỗ không đáng_kể , mình nghĩ cái này là do méo từ lúc ở shop rồi ( có vd bóc hàng ) . , dù biết mua sữa qua mạng sẽ không tránh khỏi rủi do tuy_nhiên mình vẫn đánh_giá 5sao và mong shop chú_ý khắc_phục",0,0,0,0,1,0
"shop cố_tình gửi bình bị móp , nắp bung ra , miếng bạc thì phồng lên , không hài_lòng tí nào , hình_như mua nhìu lần thì shop thờ_ơ như thế này đây",0,-1,0,-1,-1,0
hàng hạn sử_dụng xa . chuẩn_😆,0,0,1,1,0,0
"sữa kid úc , shop gói hàng cẩn_thận , đã mua nhiều lần",0,0,0,0,1,1
"hàng chuẩn , hạn sử_dụng xa . sẽ mua tiếp lần sau .",0,0,1,0,0,1
"ship nhanh , shop nhiệt_tình lắm , giá sale cực rẻ mình rất ưng_ý",1,1,0,0,1,0
sản_phẩm_giá rẻ so với thị_trường bên ngoài . chưa sử_dụng nhưng hi_vọng chất_lượng cũng sẽ oke,1,0,0,0,0,0
đóng_gói chắc_chắn mua hàng với shop nhiều rồi rất ưng_ý và hài_lòng,0,0,0,0,1,0
shop giá hợp_lý nhất trong các shop . đóng_gói cẩn_thận . rất ưng_ý,1,0,0,0,1,0
shop giao hàng rất nhanh và đầy_đủ . đóng_gói hàng rất cẩn_thận .,0,0,0,0,1,0
"hàng giao nhanh , đóng_gói chắc_chắn , hạn sử_dụng đúng",0,0,1,1,1,0
"chất_lượng tốt , giao hàng nhanh_trừ đủ , shop nhiệt_tình , dễ_thương ❤ ️ ❤ ️ ❤ ️",0,1,0,1,1,0
shop giao hàng nhanh . date đúng với quảng_cáo ! mong rằng sẽ vợt được sale để được ủng_hộ shop dài ! 🤑,0,0,1,0,1,0
"con mình khá kén sữa nhưng vẫn rất thích . đã mua nhiều lần của shop , ship qua now cũng nhanh nữa .",0,0,0,0,1,0
"đóng_gói chắc_chắn , giao hàng nhanh , quét mã_vạch không ra , chưa sử_dụng nên chưa biết chất_lượng như thế_nào",0,0,0,0,1,-1
shop gói hàng siêu cẩn_thận lại còn giao hàng nhanh nữa chứ hihi,0,0,0,0,1,0
"shop giao hàng nhanh . đúng mẫu , nhưng thấy ghi mua 1 bỉm tặng 1 quà mà không thấy đâu . bọc đóng_gói khăn ướt và thìa rất dơ . ống bón thuốc và thìa ăn dặm cho bé dính bẩn vụn màu cam rất nhiều . đồ of bé nên nhìn rất mất vệ_sinh .",0,-1,0,0,1,0
chưa mở nắp nhưng đóng_gói rất cẩn_thận,0,0,0,0,1,0
có 1 hộp bị móp không phải do lỗi vận_chuyển mà móp từ trước . mình không ưng lắm vì mua trên shoppe chưa nhận hàng móp lần nào nhưng vẫn cho shop 5 * . hi_vọng lần sau giao hàng cẩn_thận hơn,0,-1,0,0,-1,0
"đóng_gói hàng cẩn_thận . giá tốt . đã mua nhiều lần rồi nha , thx shop",1,0,0,0,1,0
sản_phẩm đóng_gói sản_phẩm chắc_chắn giao hàng nhanh anh sản_phẩm_chất_lượng,0,0,0,1,1,0
"sữa ngon thơm béo , shop gói hàng cẩn_thận , giao hàng nhanh , giá_cả hợp_lí",1,0,0,1,1,0
"đóng_gói sản_phẩm chắc_chắn , giao hàng nhanh",0,0,0,0,1,0
giao hàng nhanh . nhưng cả 2 hộp đều méo móp hết,0,0,0,0,1,0
"shop đóng_gói rất cẩn_thận khi nhận vẫn nguyên thùng nguyên hộp , hạn sử_dụng tít tận 202 yên_tâm lắm",0,0,1,0,1,0
"shop giao hàng nhanh , đóng_gói sản_phẩm rất đẹp và chắc_chắn .",0,0,0,0,1,0
"sản_phẩm tốt nha mọi người , cho shop 5sao nha , sản_phẩm đã dùng nhưng chưa chụp lại được",0,0,0,1,0,0
hộp sữa bị móp méo mất rồi . mấy lần gần đây mình mua hay bị như vậy quá . còn chất_lượng sữa thì oke,0,0,0,1,-1,0
sản_phẩm đóng_gói chắc cẩn_thận không móp méo . đã mua của shop lần 2 . giao hàng nhanh hôm trước đặt hôm sau đã nhận được hàng,0,0,0,0,1,0
shop tận vĩnh phúc mà hàng đến nhanh như một cơn gió . đóng_gói chắc_chắn có hộp riêng của cửa_hàng rất lịch_sự . lần đầu_tiên mua hàng mà ưng_ý tn . hi_vọng con hợp sẽ để ủng_hộ shop,0,1,0,0,1,0
"sản_phẩm tốt , giá tốt , giao hàng nhanh , mua được với giá flash sale , cảm_ơn shop , đóng_gói đẹp và chắc_chắn , hạn sử_dụng xa .",1,0,1,1,1,0
"đợt này shop giao hàng lâu hơn mọi_khi , nhưng vẫn gói hàng kỹ , mua sale 841k",1,0,0,0,-1,0
giao bọc cẩn_thận,0,0,0,0,1,0
hàng đóng_gói rất cẩn_thận nhé . lần sau lại ủng_hộ dài_dài luôn,0,0,0,0,1,0
giao hàng nhanh . đóng_gói cẩn_thận . thanks shop .,0,0,0,0,1,0
giao hàng nhanh . đóng_gói thủ_công quá,0,0,0,0,1,0
vỏ như_thể là cắt ra r tự dập còn dính lại bằng keo nến . kp là sữa có chất_lượng không mà in trên bìa là kp là ngày sx hay hạn thấy hoang_mang quá,0,0,-1,0,0,0
"đóng_gói chèn xốp cẩn_thận , hộp không bị móp méo . đặt số 4 to mới , nhưng lại là số 4 2019 . đã check mã_vạch hàng chuẩn . lần thứ 2 mua sữa của shop",0,0,0,0,1,1
"now ship hàng siêu nhanh , đã mua lần thứ . n của shop rồi , sữa tốt hạn sử_dụng mới",0,0,1,1,1,0
"bọc cẩn_thận , giao đúng phân_loại , giao hàng nhanh , rất hài_lòng",0,0,0,0,1,0
"đợt gần tết mắc hơn nhìu , tính mua dự_trữ qua tết mà mắc vậy thoi mua chõi khác vậy",-1,0,0,0,0,0
"hàng dính băng_keo nhiều quá , nhìn rất xấu a , mong lần sau shop đừng dán keo nữa a",0,0,0,0,-1,0
mua lần nào cũng ưng_ý . canh sale mua nên rẻ mà được nữa . date xa nên rất yên_tâm . rất nên mua nha các mẹ !,1,0,1,0,1,0
chất_lượng tốt,0,0,0,1,0,0
sữa thơm ngon lắm nha cả nhà . shop giao hàng siêu nhanh . sẽ ủng_hộ shop nhiều .,0,0,0,1,1,0
"hàng đóng chắc_chắn , giao hành nhanh sản_phẩm chính hãng , lần sau sẽ ủng_hộ shop nhiều 😁",0,0,0,0,1,1
"sản_phẩm tốt , giao hàng nhanh , đóng_gói tốt , mọi người nên mua hàng nha",0,0,0,1,1,0
"date xa , đóng_gói cẩn_thận , sản_phẩm tốt",0,0,1,1,1,0
"sữa bị móp và hạn sử_dụng hơi gần , được mỗi cái là vận_chuyển nhanh",0,0,1,0,1,0
"giao hàng siêu nhanh . đóng_gói tốt , chắc_chắn . ok lắm nhé 😆",0,0,0,0,1,0
"sữa hạn sử_dụng xa , không móp méo . giao hàng khá nhanh , đóng_gói cẩn_thận",0,0,1,0,1,0
"giao hàng nhanh , giá rẻ , tuy_nhiên sản_phẩm bị bóp_méo shop ạ .",1,0,0,0,1,0
"mua ở đây lần thứ 2 , giao hàng nhanh ok , rẻ chất_lượng",1,0,0,1,1,0
shop phục_vụ tốt . giao hàng nhanh,0,1,0,0,1,0
"rất tốt . hàng chuẩn hạn sử_dụng 2021 . vẩn rất ok . , đáng mua hàng . gói hàng hơi chậm nhưn giao lại nhanh quá .",0,0,1,1,1,0
"đóng_gói rất cẩn_thận , sản_phẩm đúng như đã đặt ! sẽ ủng_hộ thêm",0,0,0,0,1,0
"lần đầu mua của shop khá phân_vân vì giá sữa rẻ hơn mọi chỗ mình mua nhưng thấy bọc hàng cẩn_thận lại hạn sử_dụng xa , sữa bóc ra ngửi thấy mùi và bột giống sữa con đang dùng nên yên_tâm . sẽ ủng_hộ lần sau 👍",1,0,1,0,0,0
"những lần trước đóng_gói khá cẩn_thận , nhưng lần này chưa tốt lắm . cần đóng_gói cẩn_thận hơn",0,0,0,0,-1,0
"thời_gian giao hàng rất nhanh , đóng_gói tạm được , mình thích quấn bằng cái túi_bóng chống sốc hơn là chèn xốp kiểu này",0,0,0,0,1,0
"giao hàng nhanh , shop tư_vấn tận_tình , trả_lời khách_hàng nhanh !",0,1,0,0,1,0
shop đóng_gói chu_đáo . bé uống sữa này tăng cân ổn lắm .,0,0,0,0,1,0
đóng_gói cẩn_thận,0,0,0,0,1,0
"giao hàng nhanh_chóng , đóng_gói sản_phẩm cẩn_thận . hài_lòng giá_cả .",1,0,0,0,1,0
"giao hàng nhanh , chất_lượng ổn . cảm_ơn shop nhé",0,0,0,1,1,0
đã mua hàng của shop nhiều lần . mua vì giá_cả vừa_phải và vì lòng tin . nên rất mong hàng của shop luôn là hàng rõ nguồn_gốc và đảm_bảo chất_lượng,1,0,0,0,0,0
"đóng_gói cẩn_thận , giao hàng ok . chưa cho bé uống thử nên không biết có giống hàng_xách tay mình hay mua không nên chưa đánh_giá về chất_lượng được .",0,0,0,0,1,0
sữa hạn sử_dụng 8 / 9 như shop nói . bọc hàng chắc_chắn khá oke . giá cũng rẻ hơn so với bên ngoài,1,0,1,0,1,0
"hàng chất_lượng , cảm_ơn",0,0,0,1,0,0
"mình mua rất nhiều lần . , lần nào cũng bị móp 1 ít ở hộp . , hi_vọng là do quá_trình vận_chuyển .",0,0,0,0,-1,0
giao hàng lòng về sản_phẩm .,0,0,0,0,1,0
chất_lượng sản_phẩm tuyệt_vời . đóng_gói sản_phẩm rất đẹp . giá_cả oke,1,0,0,1,1,0
"đã nhận hàng , giao nhanh đóng_gói gọn hạn sử_dụng xa ,",0,0,1,1,1,0
lần đầu mua của shop hàng đóng_gói rất cẩn_thận hạn sử_dụng xa . giả tốt hơn siêu_thị . thanks,1,0,1,0,1,0
shop đóng_gói cẩn hàng phẩm hạn sử_dụng xa_tít_mù .,0,0,1,0,1,0
đã mua lần thứ n của shop . lần này shop đóng_gói cẩn_thận hơn rồi,0,0,0,0,1,0
giao hàng nhanh . đúng sp . date xa 👍 🏻 giá tốt sẽ ủng_hộ shop lâu_dài 👍 🏻 👍 🏻 👍 🏻,1,0,1,0,1,0
sản_phẩm chuẩn . dùng tốt . sẽ ủng_hộ tiếp lần sau . giao hàng nhanh,0,0,0,0,1,0
"vị ngon , dễ uống . bé thích uống . hộp không móp gì cả . nói_chung oke lắm",0,0,0,0,1,0
"mua lần này là lần thứ 4 , phải nói là shop rất nhiệt_tình . đóng_gói rất kĩ , hàng thì đúng chuẩn luôn . thời_gian giao hàng lại còn nhanh nữa . nếu có 10 * cũng sẽ cho shop luôn chứ 5 * vẫn chưa si nhê gì với chất_lượng của shop 👍",0,1,0,0,1,1
"chất_lượng tốt , giao hàng nhanh_trừ đủ , shop nhiệt_tình , dễ_thương ❤ ️ ❤ ️ ❤ ️",0,1,0,1,1,0
"giao hàng nhanh , 1 hộp bị lượng tốt , sẽ ủng_hộ tiếp",0,0,0,1,1,0
chất_lượng sản_phẩm oke . đóng_gói chắc_chắn . thời_gian giao hàng nhanh .,0,0,0,1,1,0
"oke , đóng_gói chắc_chắn kĩ , chưa check code , giá tốt , có_thể mua thử 🙂",1,0,0,0,1,0
đóng_gói cẩn_thận ship nhanh_chóng sẽ ủng_hộ shop thêm nhiều lần sau ạ,0,0,0,0,1,0
đã dùng hết 1 lon . thấy bé hợp_tác nên mìh mua có tem mác chuẩn cty ollin nên yên_tâm nè . sẽ ủng_hộ shop 🥰,0,0,0,0,0,1
"mua trước 1 lon nếu bé chịu thì sẽ mua thêm , shop bán đúng hàng , hạn sử_dụng cũng xa ạ .",0,0,1,0,0,1
"thời_gian giao hàng nhanh , có tem chính hãng của công_ty nhập_khẩu . hình_ảnh chỉ mang tính_chất nhận xu và quảng_cáo cho shop 😁",0,0,0,0,1,1
"hàng có tem chính hãng , bột mịn , thơm . hình_dáng hộp không méo_mó . rất vừa_lòng !",0,0,0,1,1,1
shop gói cẩn_thận nhưng đáy hộp vẫn bị méo chút . hạn còn dài nhưng vẫn oke . chỉ mỗi_tội giao hàng hơi lâu từ ngày 11 / 1 đến hôm_nay mới nhận được,0,0,1,0,-1,0
sữa nắp xanh hạn sử_dụng mới hàng lượng thì chưa thì sẽ ủng_hộ tiếp,0,0,1,0,1,0
"shop giao hàng nhanh , sản_phẩm mới , bao_bì chắc_chắn , có tem chống hàng giả và dán nhãn tiếng việt rõ_ràng , sẽ tiếp_tục ủng_hộ shop",0,0,1,0,1,1
"shop đóng_gói cẩn_thận , giao hàng nhanh , đã mua nhiều lần của shop , tặng shop 5 sao",0,0,0,0,1,0
"đã mua nhiều lần tại shop , giao hàng nhanh sữa hạn sử_dụng xa . sản_phẩm tuyệt_vời mua lúc sale được giá tốt .",1,0,1,1,1,0
"giao hàng nhanh , giá hợp_lý , không biết check code , mong chuẩn chính hãng",1,0,0,0,1,0
"mua đợt giảm_giá . chưa sử_dụng lần nào , nếu oke sẽ ủng_hộ tiếp . giao hàng tạm ổn .",1,0,0,0,1,0
đóng_gói sản_phẩm chắc_chắn . hạn sử_dụng còn rất dài . giống sữa mình vẫn hay mua .,0,0,1,0,1,0
giá rẻ chú_ý giao hàng tránh để móp sữa,1,0,0,0,-1,0
shop giao hàng nhanh . đóng_gói cẩn_thận . giao đúng sản_phẩm hộp có mới móp 1 tí nhưng không ảnh_hưởng mấy,0,0,0,0,1,0
"chất_lượng sản_phẩm tốt , đóng_gói sản_phẩm chắc_chắn cẩn_thận .",0,0,0,1,1,0
"sản_phẩm đóng_gói cẩn_thận , được khuyến_mãi nên giá rất ngợi . ủng_hộ shop lâu_dài .",1,0,0,0,1,0
"bé nhà mình uống sữa nan nga này từ lc sơ_sinh . mà mua chỗ siêu_thị mình đắt quá thấy shop bán rẻ hơn nên đặt mua , đóng_gói chắc_chắn cẩn , còn chất_lượng sản_phẩm thì tin ở shop thui chứ mình cũbg chả biết thế_nào cho con uống nên oki thì sẽ mua ủng_hộ shop tiếp",1,0,0,0,1,0
sp rất oke giao hàng chung rất hài_lòng với sản là sẽ hiệu_quả .,0,0,0,1,1,0
thời_gian giao hàng nhanh . shop đóng_gói cẩn_thận . mua nhiều còn được tặng quà nữa,0,1,0,0,1,0
hộp sữa móp méo nặng ơi là nặng mặc_dù thùng bên ngoài còn nguyên và chèn xốp bên trong rất nhiều,0,0,0,0,-1,0
săn được giá sale nên rất hài_lòng cho shop 5 🌟,1,0,0,0,0,0
chất_lượng sản_phẩm tuyệt_vời . đóng_gói sản_phẩm rất đẹp và xinh .,0,0,0,1,1,0
hàng okay nhưng đánh_giá thấp về dịch_vụ của shop . trước_sau không rõ_ràng .,0,-1,0,1,0,0
"lần đầu mua của shop kiểu hộp khác với nan nga lần trước mình mua . date xa , shop gửi ship nhanh đóng_gói cẩn_thận không móp méo . dùng hết ổn sẽ mua ủng_hộ shop tiếp 🥰",0,0,1,1,1,0
"giao hàng nhanh , đóng_gói cẩn_thận , sẽ ủng_hộ dài_dài 🌹",0,0,0,0,1,0
"bọc hàng cẩn_thận nhưng giao hàng thì siêu lâu mà shop cũng không hề nt thông_báo cho khách biết , nếu chất_lượng oke thì sẽ mua nhiều",0,-1,0,0,-1,0
"thời_gian giao hàng nhanh , đóng_gói sản_phẩm rất cẩn_thận . sẽ tiếp_tục ủng_hộ shop",0,0,0,0,1,0
giao hàng rất phẩm_chất_lượng so với giá hài_lòng .,1,0,0,1,1,0
"đóng_gói kĩ , giao hàng nhanh , chất_lượng tốt , giá_thành rẻ ❤ ️ ❤ ️ ❤ ️",1,0,0,1,1,0
đã nhận đủ hàng . 3 hộp thì móp 1 . cũng mong nhận hàng không móp nhưng thôi 1 giờ tạm chấp_nhận được,0,0,0,0,-1,0
lon hơi bị mã ra sp . chưa khui lon nên chưa đánh_giá chất_lượng được,0,0,0,0,-1,1
"shop giao hàng nhanh , hôm_nay đặt mai đã nhận được . gói hàng cẩn_thận , mẫu_mã thì giống hộp mình đã mua . hi_vọng chất_lượng tốt",0,0,0,0,1,0
"đã nhận được hàng , đóng_gói đẹp , sữa mới hạn sử_dụng xa",0,0,1,0,1,0
đóng_gói kĩ không bị bóp_méo . date tháng 12 còn xa mới tới . mỗi_tội giao hàng hơi lâu xíu . chờ mòn_mỏi,0,0,1,1,-1,0
đã mua lần 3 . chính hãng . giá rẻ . sẽ ủng_hộ dài_dài luôn ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,1,0,0,0,0,1
shop phục_vụ nhiệt_tình nhưng mua vào đợt sale lên giao hàng lâu quá mọi khi 1 ngày_giờ 4 ngày mới nhận được híc,1,1,0,0,-1,0
mọi người yên_tâm mua đúng chính hãng . đủ 9 vị . vị nào bé cũng thích . sữa nặng nên chi_phí vận_chuyển hơi cao .,0,0,0,0,-1,1
bỉm giao cũng nhanh . hàng quà tặng đúng và chuẩn cái mình chọn .,0,1,0,0,1,0
"đánh_giá tạm 1 * vì sữa khui ra bị ẩm , bé uống bị tiêu_chảy , đợi shop phản_hồi",0,0,-1,-1,0,0
"sữa sale khá hợp_lí , có thêm mã của shop rất oke , giao hàng nhanh bằng sẽ ủng_hộ trong đợt sale tiếp",1,0,0,0,1,0
chưa mở ra sử_dụng nhưng mua sữa có quà là thấy vui rồi . chúc shop buôn_bán đắt hàng .,0,1,0,0,0,0
nhận đủ sữa của shop . shop trả_lời tin nhắn nhiệt_tình lắm ! con mình chưa thử nên không rõ hợp_tác hay không . cảm_ơn shop,0,1,0,0,1,0
"mình đã nhận được hàng , rất hài_lòng về cách đóng_gói và chất_lượng sản_phẩm . cảm_ơn shop nha",0,0,0,1,1,0
"video klq , giao hàng gói sản_phẩm chắc_chắn , đã mua nhiều của shop này nên rất yên_tâm",0,0,0,0,1,0
"ok hạn sử_dụng xa mới sx 5 / 2020 , trên vỏ ghi made in korea ? uống giống mọi khi mình mua ngoài tiệm",0,0,1,0,0,0
"shop giao hàng nhanh , đóng_gói cẩn_thận , ship nhiệt_tình , sẽ tiếp_tục ủng_hộ",0,1,0,0,1,0
cảm_ơn shop đã phục_vụ ! đang mùa mưa_lũ vẫn phục_vụ tốt ! chúc shop bán đắt hàng !,0,1,0,0,0,0
giao hàng nhanh . chất_lượng chưa sử_dụng lên chưa biết như thế_nào . giá rẻ hơn so với mua ở quán . mua 5 hộp có 1 hộp bị móp . nếu sản_phẩm tốt sẽ quay lại ủng_hộ shop .,1,0,0,0,1,0
"hàng chuẩn hạn sử_dụng xa , , shop đóng_gói rất cẩn_thận , chống shock nhiều lớp",0,0,1,0,1,1
shop bọc hàng_mã đều ra hết . . sẽ tiếp_tục ủng_hộ shop . : ),0,0,0,0,1,1
"sữa vị ngọt , ngon . bé nhà mình thích uống lắm . date thì xa_tít . yên_tâm khi mua hàng tại shop .",0,0,1,1,0,0
tuyệt_vời . chất lương . bọc hàng cẩn_thận,0,0,0,1,1,0
"giá sữa lên xuống như giá xăng , haizzz , xuống chậm chậm nhưng tăng nhanh , canh hoài chẳng xuống . giao hàng chậm .",-1,0,0,0,-1,0
"shop chuẩn_bị hàng nhanh , giao hàng đúng kích_thước mà cảm_thấy mùi bỉm nó nhiều mùi hơn mọi lần mua",0,0,0,-1,1,0
chất_lượng sản_phẩm tuyệt_vời . date xa . giá tốt,1,0,1,1,0,0
hàng có tem đầy_đủ . chất_lượng chưa kiểm_chứng vì chua sử_dụng . shop giao hàng nhanh . sẽ ủng_hộ tiếp nếu bé dùng phù_hợp . tks shop !,0,0,0,0,1,1
đóng_gói cẩn_thận . mua đúng thời_điểm sale nên mua được giá tốt chỉ 833 . hy_vọng chất_lượng tốt,1,0,0,0,1,0
giao hàng gói cẩn_thận,0,0,0,0,1,0
"shop nhiệt_tình , sản_phẩm tốt , tặng shop 5 sao , blabla bla bla bla bla",0,1,0,1,0,0
chất_lượng sản_phẩm tuyệt gói sản_phẩm chắc,0,0,0,1,1,0
"tiết_kiệm hơn mua hộp sắt rất nhiều . giá hợp_lí , chất_lượng sữa tốt . mình đã mua nhiều lần",1,0,0,1,0,0
"đóng_hộp sữa cẩn_thận , giao hàng nhanh , hình không liên_quan , mình ở nha_trang",0,0,0,0,1,0
"rất yên_tâm về chất_lượng hii , bọc gói sản_phẩm chắc_chắn , giao hàng cũng nhanh nữa , thaks",0,0,0,1,1,0
"mình đã mua của shop nhiều lần rồi , giao hàng nhanh . giá tốt . sẽ tiếp_tục ủng_hộ",1,0,0,0,1,0
"hình_ảnh và video chỉ mang tính_chất nhận xu , shop giao hàng nhanh , giá_thành hợp_lý , hạn sử_dụng 202",1,0,1,0,1,0
shop giao hàng hơi chậm chút chắc do sale 9 / 9 . hàng đóng_gói cẩn_thận . hạn sử_dụng 202 nhé,0,0,1,0,-1,0
"shop giao hàng nhanh khủng_khiếp , đặt tối mà sáng giao rồi , mua được giá rất oke so với hộp , sẽ tiếp_tục ủng_hộ shop",1,0,0,0,1,0
giao hàng sữa còn xa . nói_chung là ưng .,0,0,1,0,1,0
giao hàng nhanh . đóng_gói cẩn_thận . cảm_ơn hàng nhanh . đóng_gói cẩn_thận . cảm_ơn shop,0,0,0,0,1,0
bịch sữa to_đùng uống ngon lắm ạ 😍,0,0,0,1,0,0
"đợt gần đây withmom được cty trợ_giá cho khách_hàng 150k nên giá cực mềm , dòng sữa này rất oke . bé mình đã dùng gần 60 lon , cùng sữa cùng tem cùng hạn sử_dụng chỉ khác nhau màu lon sữa mà lon thì sữa nó tơi mịn , lon sữa thấy bột nó bám bám sao í , không hiểu đc .",1,0,0,1,0,0
đóng hàng cẩn_thận nhiều lớp . có 1 - 2 hộp hơi méo 1 chút . giá rẻ hơn 1 chút so với mua ngoài,1,0,0,0,-1,0
"đóng_gói cẩn_thận nhưng hộp vẫn hơi móp , mua lần thứ 2 rồi cho shop 5 sao",0,0,0,0,1,0
"mua của shop lần 2 rồi , yên_tâm về chất_lượng , con mình uống loại này hợp .",0,0,0,1,0,0
"shop đóng cẩn_thận lắm nhé . date xa , rất đáng mua nhé mọi người",0,0,1,0,1,0
"đã mua hàng của shop nhiều lần , chất_lượng sản_phẩm tốt , shop đóng_gói cẩn_thận",0,0,0,1,1,0
"hàng chuẩn , hạn sử_dụng xa , shop uy_tín",0,0,1,0,0,1
"giao hàng nhanh_chóng , đóng_gói cẩn_thận , sẽ tiếp_tục ủng_hộ shop",0,0,0,0,1,0
chất_lượng sản_phẩm tuyệt_vời . giao đúng hàng . đóng_gói cẩn_thận,0,0,0,1,1,0
